Weight,Quantity
3452.01,3315
2321.09,6406
1415.07,1484
1742.71,2640
1443.74,6193
2962.06,7742
3198.86,2843
4847.02,4322
476.99,1613
1377.7,8766
2103.5,1353
2034.74,2640
1432.81,1061
1747.47,1249
2603.8,991
4481.32,148
4660.32,7607
2612.89,8853
3046.08,6302
458.82,4166
4197.94,9116
1423.63,6882
347.68,7551
1193.37,4265
2231.67,599
1908.76,1995
2879.99,7512
4246.37,6681
4483.7,244
4673.18,5121
800.58,4120
172.24,2313
309.46,7488
4833.48,6066
4437.08,9482
54.8,4965
3146.48,1860
1874.08,4568
2103.05,4465
1848.44,5152
450.73,8086
2835.07,234
1164.12,7682
4963.65,3361
4504.97,2516
3141.95,6388
2909.49,946
1343.27,6974
3348.54,4952
710.65,3687
834.39,778
4353.07,3188
264.14,5901
3621.42,7385
4417.96,2395
4095.85,5132
4517.65,4148
1386.4,7708
2638.98,7030
3845.74,5933
687.96,4368
1544.54,7817
2261.41,9508
667.42,1379
1903.48,9907
607.13,1019
4440.38,440
2494.28,6981
521.9,9580
4179.21,1598
5.86,6151
2803.1,9052
423.88,5659
1350.1,2734
2826.3,3873
2429.84,2762
626.13,2320
2724.23,1116
1115.91,6006
3055.18,9539
294.93,2342
1202.78,4074
2335.54,5687
3983.85,7732
3602.61,7877
1801.99,3558
4519.43,2134
4684.45,6784
1004.24,5966
379.56,9437
96.78,3329
4365.84,1867
437.83,4604
649.43,7421
3556.24,5515
4564.57,2661
2800.34,1557
1478.56,4829
4656.52,7582
1710.9,2600
4047.2,9417
2561.02,4029
4124.23,8234
1165.68,8075
2357.82,8329
2690.7,6147
2411.39,1719
660.92,7487
467.95,2862
1558.28,7398
1984.28,479
3412.98,7616
448.51,1342
4489.88,2248
337.63,2579
45.28,1948
3024.7,9106
2740.46,2401
3908.32,1744
494.36,6353
826.5,1351
1880.57,5442
2535.14,8596
2813.23,8758
744.23,1916
2599.17,6094
2859.62,6608
3391.32,6769
2317.13,7005
729.07,2493
1441.56,3241
39.05,5640
1065.03,7450
2822,2625
2355.15,3355
3908.7,7687
4539.61,9201
84.07,1129
2845.15,7121
775.43,9020
885.11,79
3010.79,3827
1900.29,5754
791.83,6559
1549.3,6599
4586.92,3847
2298.08,7090
4267.92,4510
3709.07,7944
1815.02,6081
2005.01,3008
775.76,431
4349.7,9173
4372.61,5435
1091.98,5837
2163.66,4829
286.66,4257
4512.4,6126
281.59,4701
3349.48,1346
1283.71,3444
953.2,888
445.69,7454
2116.96,3791
2747.16,9816
540.53,174
4670.03,626
1641.73,1541
2632.56,6943
658.24,1979
1262.98,4117
4787.03,5452
3173.36,5191
432.99,5222
3040.62,8728
79.2,6024
2121.12,9662
2798.26,243
3210,5961
1824.27,4995
2251.82,3767
2672.52,2924
4658.88,2122
1280.35,115
799.05,8549
1225.66,6918
2410.51,8896
4677.32,7125
3470.26,8515
3639.64,8434
1577.18,2121
1876.94,2185
342.62,7906
1446.07,1344
2844.06,2149
2222.02,1339
3291.1,443
4030.3,2314
2780.98,1392
2916.86,76
1840.23,8575
4462.53,6666
3124.39,9544
1544.6,8662
1026.72,6543
3956.16,7484
3774.55,8257
2400.14,9099
2462.94,763
4653.1,9690
2543.42,2283
4334.99,1122
2279.29,3696
2542.08,3492
4862.84,6331
3643.12,4651
34.49,8408
252.52,3512
885.93,2514
3191.29,6311
3662.97,6644
1601.61,6259
4509.31,2825
4724,5628
3040.08,3525
614.38,5191
3916.79,5061
2730.73,7413
1219.23,7204
1761.97,4371
4687.51,5521
1105.52,3154
2340.7,8170
3143.15,6030
2101.8,3378
3593.1,2806
2490.8,5568
752.89,486
1081,287
4503.86,7957
2036.68,1610
2766.43,8124
1423.75,3903
3850.14,6508
4815.18,1545
883.31,6022
1026.44,6721
1367.17,7346
2515.27,1025
591.67,6973
1014.03,8659
212.54,491
1575.11,6718
2763.62,1656
4597.81,6121
3315.31,7322
2704.42,2340
2173.57,8674
1858.55,3911
3154.07,1408
2478.67,8611
1962.57,2949
3161.4,5735
447.79,9844
2980.82,3188
1088.67,617
758.69,9572
4278.55,2485
3033.28,7588
4312.99,737
4910.65,7411
3581.67,2918
1761.21,7821
2551.23,1735
577.8,5044
1181.37,1946
785.52,2508
1683.14,2612
2683.64,9696
4383.78,5726
746.24,7920
1616.74,8524
2874.05,7752
3995.43,9734
1580.79,6591
3234.64,8045
2792.28,7574
2219.39,8712
4331.26,2128
2696.21,3904
2962.12,2254
2109.56,5596
332.72,800
813.44,9766
1946.45,2572
3486.64,7168
3105.56,6131
4079.01,2915
582.98,5681
1046.85,4936
3107.47,2361
1426.91,1114
2987.93,9095
2761.62,8732
1476.6,9670
3425.38,5594
3215.26,7478
3707.89,7780
1468.85,4318
2336.43,2023
44.98,7197
1774.01,5774
1832,9008
736.66,8414
4101.96,8711
4492.48,8945
458.01,9824
575.74,6363
3749.65,5001
4643.73,270
1619.2,8892
4844.79,6860
1532.78,9840
2088.51,6953
379.61,7826
4415.44,3350
1727.17,9750
3854.66,5994
2169.9,1653
1652.29,478
836.45,2863
381.43,1984
3180.45,3801
3281.23,7701
3636.89,6912
2331.58,2692
4840.67,8252
1341.82,8967
461.18,143
1904.53,820
466.62,9570
3138.6,3277
4024.87,7631
2783.79,3122
1799.83,569
1417.14,9474
517.67,9154
3528.36,423
267.74,2320
2556.53,518
3773.57,1063
4003.98,722
2436.85,3999
4083.77,5528
834.3,2363
4470.77,5475
2532.62,7174
1365.42,822
4976.1,4257
3549.7,9968
1144.16,4724
2246.65,2331
1245.75,3237
1252.97,3994
4112.03,3017
1130.4,9881
2560.82,8490
4989.27,3471
2369.4,862
1472.08,7847
4123.42,5634
1790.16,6358
2748.78,4127
3846.99,5165
2632.53,1370
1796.98,6821
4463.59,8933
378.89,3629
2826.82,2141
1789.84,7553
199.86,9993
197.66,1521
292.76,1212
717.79,7929
1104.52,5915
2775.26,4233
858.49,6585
4906.86,8225
1889.91,7706
507.14,2975
1741.91,6581
4455.34,7625
2176.28,2199
865.03,6518
374.93,7522
2109.26,3733
3920.5,4821
1177.89,1928
2874.46,5653
132.56,9030
3077.04,2764
334.67,8340
3556.38,6526
4437.08,5629
540.24,4064
3397.85,5067
4594.7,8469
4255.66,2372
3394.87,598
933.2,214
4943.1,8373
1531.25,5576
3724.58,2813
3782.42,2150
1481.03,1450
2921.12,5706
341.64,576
3305.11,4810
1366.79,163
4056.68,7016
4996.29,5756
2648.24,9082
3316.9,9049
3867.91,852
2660.48,42
4836.16,9191
2880.54,5369
3544.5,956
2855.73,73
1462.58,4135
2568.47,917
1540.1,1735
3525.6,9033
4174.63,2081
4685.37,3235
3994.8,7699
2653.93,3309
2089.58,6859
1315.97,6685
3404.79,503
2857.32,8714
3152.2,7571
3064.19,8200
3882.96,1689
4771.41,4017
76.47,6773
971.69,4399
3586.29,5517
41.4,3088
1381.48,8308
2560.89,3303
2252.68,4769
1744.67,4152
4548.69,9500
608.66,4231
4019.65,9013
1720.54,7403
3298.09,8642
3825.22,8612
723.11,6015
4387.62,4937
222.08,2873
4895.38,8768
4907.13,1747
3430.44,9252
2509.46,9215
3092.15,9217
961.94,1907
1096.81,7111
4910.09,5272
2472.46,4353
1582.57,6994
2957.22,9731
1986.57,7762
355.12,6732
3947.8,5193
4808.44,387
1210.88,5983
4733.47,8040
1569.83,4736
2232.38,6135
2701.92,9883
1464.33,6431
1390.44,5537
3360.43,7425
3079.61,8679
568.44,2796
103.34,5137
627.5,1382
4179.9,5997
3635.5,2517
2397.47,5426
4202.52,9760
3526.01,1794
823.86,7413
3755.67,4320
1776.84,3428
880.35,4782
2105.61,1690
4849.78,8801
4621.44,1160
3371.64,4824
1519.48,6175
1462.67,293
2406.84,6963
724.99,9668
287.9,8110
633.95,3066
4662.62,904
1781.33,4712
462.07,6957
282.88,3662
4694.58,8026
2872.14,9695
1944.25,6294
1505.66,664
2343.57,3651
4090.95,5024
3533.7,806
1469.86,3562
4921.09,7631
1086.54,589
4388.32,747
352.87,8869
132.1,7623
2556.14,3243
2968.2,5784
3651.63,4507
2202.72,9354
1622.85,4213
4434.7,1830
1506.14,1936
2304.15,507
4785.83,8493
2076.51,6131
1312.61,1201
4204.9,8908
640.97,6650
1314.42,9154
1928.74,7646
4376.22,9995
225.14,182
137.09,4495
1586.21,8645
4124.47,3420
2967.2,2758
3085.03,791
3463.61,7707
4339.26,1046
366.51,3666
2815.3,6189
53.75,6120
4729.77,7328
4761.86,6605
2590.22,9326
4137.58,1775
375.2,6142
1723.33,1398
3026.94,5964
2610.07,3610
3198.4,8581
2669.65,9983
2056.86,967
2993.15,6209
3140.75,6401
1594.51,6589
3265.38,9390
1994.43,8645
1290.8,2845
4273.31,5925
4707.54,9483
109.39,3079
539.58,8532
3746.9,6369
3503.14,8039
3986.36,6662
2252.27,7240
1675.65,4021
3650.02,2335
3633.21,7087
3748.35,855
3646.21,6505
1409.8,5826
426.5,9695
4292.98,8772
1140.67,2965
1652.49,3570
4564.51,6105
343.56,1627
545.61,5025
1893.56,6737
3715.55,1399
4969.12,5062
996.88,525
978.08,9445
452.62,3238
4915.03,6894
1286.44,979
1372.4,8521
680.73,7553
3641.09,6424
3618.19,5794
599,9401
320.16,520
4839.85,8486
4861.51,3222
1559.22,9025
4873.08,4590
878.14,3008
3148.26,7667
4745.4,8148
3870.4,4975
522.42,3469
3394.26,4962
756.94,9470
1483.91,71
3463.74,3419
1449.78,3512
252.2,7928
4161.29,4887
3582.63,8680
806.98,3938
2934.76,7924
4546.04,756
93.52,8104
4640.88,2348
1402.62,871
2297.29,3401
3101.77,6327
4121.77,1936
271.58,5122
2319.05,8079
986.76,9388
2519.64,8461
3076.02,5388
4026.86,9630
3423.46,4767
1142.24,4782
3518.71,7616
1329.86,2315
1843.33,4151
2716.03,129
4395.24,2664
3745.26,4493
2392.45,9454
3033.46,6089
4205.87,7297
3962.5,9465
2348.45,9472
1859.91,2515
4914,5613
906.43,6191
3233.79,8528
4601.18,5028
4079.61,8282
784.15,6267
792.33,9184
1877.87,7167
4342.48,4359
1808.18,4208
181.7,4666
740.96,2449
1111.35,9689
4556.25,1499
3307.88,979
113.37,6103
2567.98,5274
4759.55,5809
402.63,4802
969.42,8360
1404.89,8170
3369.57,3311
4665.79,2585
4936.38,7458
162.63,4142
4043.58,468
3988.3,3000
1846,480
4457.74,5546
4862.5,6297
1025.28,999
453.73,7549
545.16,4881
129.49,1815
4805.44,6547
3731.98,2701
46.68,9868
2851.48,5044
1922.12,9053
2487.68,1269
3454.1,5343
4467.82,9751
3906.62,7730
887.11,1766
846.17,1150
4246.13,8498
3893.18,6596
202.47,5773
1736.97,2926
1993.99,8309
1398.91,8175
3797.78,584
91.7,8486
697.84,5677
3411.24,5918
3211.3,9426
127.28,1715
1911.78,3011
1112.68,124
3025.94,80
438.75,137
4847.91,5540
337.16,5332
673.03,8397
1714.8,3556
1330.57,8622
4322.2,2167
839.05,8094
1283.91,7323
4773.55,8663
1659.16,6092
999.79,385
2992.84,8315
3014.87,7196
1593.44,4715
916.28,9855
3436.82,6820
4226.86,7669
387.32,309
1167,8003
3677.96,141
4446.34,8279
2440.38,9055
68.44,7473
4828.89,8760
4598.45,2883
2392.98,1099
1998.24,6806
546.69,4132
3827.08,6181
98.98,1251
486.18,2541
3193.82,3058
4045.13,9320
3370.53,3540
3625.45,4200
2825.76,8632
3502.37,2885
419.96,4420
2857.4,1451
2178.74,6009
287.86,9981
2030.28,4606
169.11,8392
3897.24,5269
1266.69,8313
4858.51,4659
3611.25,6556
2697.79,8694
3376.46,4174
4824.65,1788
4108.56,1892
533.79,642
4821.74,8602
64.55,8246
281.44,4879
209.87,2826
747.91,4309
3573.09,8741
4808.08,2196
444.21,5863
2400.91,5414
2133.2,9538
1699.19,2832
4792.59,7808
1858.29,1980
4002.51,2351
29.76,8378
2945.38,3619
1287.76,9848
3483.79,3908
1994.48,1774
2445.42,8702
2341.96,6585
3035.85,6318
1128.13,5931
243.57,6461
661.99,2251
4331.46,9626
1857.48,6845
3596.29,8908
3480.18,6786
2428.32,757
110.98,3096
2694.58,855
3744.96,6139
4978.21,4727
3918.49,5425
3570.95,7458
2080.88,9707
4511.93,265
2954.9,8850
1651.24,1210
4698.87,2067
3326.74,6698
1403.72,8612
1703.49,3261
2113.8,5600
517.5,7093
4118.79,4278
3400.39,9424
4006.19,5327
3487.4,6541
4919.96,193
237.41,6482
4530.26,9184
1337.4,4641
1346.28,7230
2818.93,9591
1215.27,3188
831.89,7995
4182.65,3426
1959.19,693
301.64,5404
2517.83,132
1195.12,3135
4142.02,6751
485.22,9707
3937.75,5320
1480.92,2873
2362.66,1078
143.74,858
2654.46,909
421.08,6446
2861.15,5436
1291.19,9016
3114.55,5432
2729.5,6423
2196.89,2713
1372.98,4316
3392.37,5512
4774.14,5286
14.81,6859
1650.92,4782
2040.99,1839
4574.63,9963
1340.36,9923
3744.75,4213
4813.42,2415
2462.36,9850
3766.55,3444
2933.75,3376
4037.78,5315
1643.19,8418
554.03,8200
1207.71,9718
4617.95,4742
4776.26,6940
4826.73,6168
4469.9,8053
769.67,3291
2473.58,511
4003.34,1877
546.86,8383
1872.07,8885
1179.55,6106
4139.53,6377
4122.57,7780
3400.51,6546
2236.24,9695
778.94,6835
1253.95,5876
845.55,880
992.36,9450
4543.17,8648
2360.64,3099
1035.8,91
1106.46,4786
4855.64,2232
2933.29,2398
2498.54,607
1308.8,6463
404.26,9393
1237.82,8131
476.67,3755
3129.53,3991
284.07,880
3810.8,5699
4231.64,4309
4879.57,9195
797.49,4811
4685.04,1292
455.63,247
3167.23,9709
72.29,8526
3951.35,5212
702.68,794
2903.3,9016
2891.69,3919
948.22,3459
2433.48,8940
2381.79,4638
134.97,3565
3347.51,8464
3262.92,1620
2942,407
1353.67,6405
969.09,1686
4361.99,8875
3620.75,6035
1383.04,3770
3994,2478
972.83,4821
608.61,126
1823.18,5340
3589.24,508
3566.09,1982
1142.66,1709
2644.87,896
4670.96,8983
2376.45,3210
4358.2,3792
3332.3,4798
4193.67,9551
4085.68,9872
680.78,2747
4325.02,8171
3733.84,1215
4869.84,9991
4179.04,6792
4798.16,9635
2001.9,3641
196.6,6625
508.6,9300
2185.63,4418
2525.13,3703
231.58,8363
3449.23,3500
3763.8,4986
1885.03,3730
4279.69,8143
1081.8,9740
154.78,8178
3726.18,5083
489.86,8264
3226.78,1569
4080.91,5060
130.06,3038
255.4,8235
3322.26,9819
1310.12,4393
4374.59,2905
2258.44,9498
611.68,840
1635.37,7535
4396.91,4517
412.57,9950
1752.23,194
4386.7,1893
4134.48,7752
4578.74,8310
1000.3,7873
2452.2,209
2368.77,2992
3187.49,6252
20.15,5977
835.53,154
1483.51,6487
1244.61,496
3434.33,240
1071.53,1411
478.2,9830
4521.63,6067
602.39,2694
543.61,2653
260.6,9722
2833,6946
4278.83,925
4821.37,1516
4124.08,8481
2371.19,471
4166.84,640
2382.69,3017
4367.64,1214
1939.83,609
55.47,7358
2455.18,6888
3579.47,4545
2222.86,818
46.33,9306
3112.18,9724
1458.14,2127
510.75,877
2621,2635
352.09,8277
3150.26,1479
1323.77,8788
3606.15,6725
4437.53,4587
3209.44,6310
1071.01,4568
478.57,905
971.84,1674
2737.31,1482
408,2494
187.39,8936
2326.75,6836
187.49,8393
193.43,2624
3967.92,4026
2233.54,9280
1012.08,4642
369.78,3230
3867.64,6025
511.99,9838
4697.83,8432
4508.22,5768
817.15,421
3965.1,6445
815.68,7416
155.59,923
4421.69,3466
1365.27,2275
4381.83,7483
2788.07,9007
216.72,5986
1274.88,3302
4478.21,9564
3042.73,9277
1291.54,4951
4607.87,4830
4267.71,8555
2864.8,7112
4620.52,5557
1820.45,8187
1559.06,9213
1955.89,8361
2871.91,5979
3904.08,1713
4153.42,1205
161.01,9216
1466.2,3504
3583.82,2797
2640.13,5175
241.5,4715
3012.81,8136
617.19,9439
1499.04,7252
2619.53,4520
2544.43,87
2355.83,7524
1302.84,7698
3320.88,1518
1669.63,2718
1354.08,8115
2303.89,2259
1908.58,6154
4083.95,9677
2406.01,4587
2118.81,7501
4578.78,1606
3320.75,3948
4997.13,2810
883.58,6994
2716.26,7179
3435.61,1329
4664.88,911
4232.29,823
3109.39,5967
1434.76,5253
2273.14,5333
896.29,897
4842.28,3551
3599.64,9964
877.76,7549
1727.54,3926
3961.31,9298
533.35,5401
1069.02,4418
3092.93,7216
3870.1,9650
3767.23,6351
1293.65,580
4174.95,7853
2955.49,5221
4990.62,9405
4569.81,1175
2986.52,839
3244.32,4807
3157.72,7204
3359.94,89
319.43,6149
4897.66,7837
905.63,4020
1293.93,660
1203.16,3651
714.25,6870
3631.34,605
4171.07,4556
3010.16,3476
1686.59,4501
3111.55,6744
505.22,8106
3212.82,4359
4491.63,3845
1423.5,2331
1835.64,7805
1344.35,8652
361.53,3738
3908.36,8295
4244.47,1798
1753.25,4310
907.08,147
2268.43,3338
2438.48,3517
4919.46,3997
2641.71,7834
814.97,2460
1888.16,2071
3197.18,742
2056.68,7892
55.96,4581
716.84,5705
4990.22,3482
304.33,6902
1128.04,9242
350.64,3295
3261.3,3275
3971.25,1902
1048.98,1817
3572.95,5179
4261.36,6010
4793.89,9795
831.99,975
2655.4,8165
4651.42,3676
3512.37,1023
4738.21,8555
4950.19,3227
2922.15,8529
1224.22,2773
3241.5,6237
1499.22,9897
2990.37,2671
1254.37,905
3315.92,8879
4546.55,3573
2641.54,4255
2974.2,9630
4282.12,1395
4938.4,6065
410.12,8399
3379.39,9906
3708.04,1131
4438.49,6946
3318.55,5770
2854.66,9346
3530.41,3431
669,9925
2326.57,9089
3656.17,8266
451.93,4347
4561.08,3891
27.02,4912
4400.86,7572
2087.75,4136
3482.89,4526
3174.19,837
1303.8,2820
3114.78,11
2072.12,7702
3392.34,1418
354.44,6192
2801.65,9147
1956.42,6298
866.85,2809
2941.84,3718
3700.73,9597
4913.9,493
4730.92,6595
4580.67,1619
510.83,7237
2486.68,3038
2235,5592
948.31,9633
1784.9,81
3538.76,9756
3668.64,915
4563.51,7427
2283.32,4754
275.46,6353
3044.84,9207
807.73,8428
415.75,2198
2753.06,9467
4010.53,5447
4954.12,9888
645.09,9994
3809.61,8843
2781.62,8852
4554.72,9009
1864.67,3967
1244.06,4954
1911.02,1627
3874.54,5819
4858.9,1646
3477.56,5511
4508.92,8083
619.97,2112
753.24,3263
2924.53,7766
3693.03,6476
3547.17,6554
3207.05,6341
2262.61,9338
1005.95,3727
800.93,1748
4096.54,5703
3006.25,6459
657.51,459
4903.85,9013
3351.08,1239
1682.17,3703
3473.55,5573
1522.79,3344
3446.92,4894
1322.75,8617
1128.05,8308
1407.6,5272
4156.77,1753
1161.57,7453
364.84,4896
126.56,1853
1660.84,5551
3071.19,172
2078.69,2047
4621.12,9860
1040.96,6477
4621.01,587
4863.73,6540
2901.65,4319
1561.92,8112
2910.46,6358
2215.25,2789
1061.92,7700
2009.02,9579
619.09,9719
4828.23,68
380.15,2498
4591.99,2223
1606.94,6514
515.48,2719
2789.85,1694
1423.27,7102
3428.04,3279
1840.44,1245
2447.7,5494
1431.15,7002
2573.34,4773
2793.93,5302
2720.25,4278
3707.05,8714
1041.66,7583
3609.82,77
4787.8,102
3570.74,5840
144.14,8959
314.45,1339
1143.22,9684
4685.67,1537
1926.88,562
370.85,2066
1405.2,2700
1320.27,4954
2866.33,3412
4055.07,4333
1407.14,1474
1978.74,4847
2054.09,5183
2246.67,4050
1418.08,7523
762.15,1666
3380.13,1828
4433,3845
4761.01,1892
1099,6046
80.32,3063
841.74,4561
4471.92,6331
3868.06,458
4558.87,1071
2478.72,1323
435.51,2419
147.36,5886
2951.57,876
3594.96,7412
548.29,648
3399.38,257
3899.05,1696
519.36,5859
3614.38,4952
4955.58,343
1654.34,5709
2127.55,3469
2662.36,1204
555.53,6582
1425.16,7129
3379.62,5546
284.27,2052
2239.03,1667
919.83,6571
1207.13,9730
544.61,3894
3003.84,349
4190.3,9384
38.49,1332
4863.92,4234
560.9,177
4831.21,2045
4637.32,5801
4264.21,6110
4704.56,2341
1172.99,4237
1181.39,2152
3473.84,9642
3910.38,6559
1141.27,5314
3802.01,7292
1977.97,7464
2106.93,7043
3060.74,4229
4143.72,671
1125.75,7413
1435.09,5751
220.77,895
2819.83,4809
1715.89,7446
2094.76,7006
1033.64,1726
3282.09,8993
904.07,683
4847.92,1797
4571.85,7862
508.64,5740
2136.55,9143
1883.17,5804
4911.76,4652
1399.25,9147
4359.47,6257
1254.09,8703
1253.67,6257
1536.99,4743
604.61,6344
1718.15,9874
2957.41,3894
2269.89,7550
3482.21,7853
176.83,1093
2734.26,3843
3644.28,9250
1531.34,7700
1427.23,359
2991.8,6979
3515.44,5650
2596.78,4655
3561.66,5375
245.04,2166
416.6,3638
1537.32,4560
2525.23,5318
2757.64,2640
2521.47,496
4181.61,4150
1934.12,9740
2928.7,210
1086.83,6418
1156.41,8444
355.14,7158
446.8,5813
3330.22,1016
3970.91,4696
164.14,5637
1571.06,8149
2461.38,4715
1842.08,8574
4536.51,1802
2709.79,2450
176.03,7835
2885.67,738
2052.01,3272
1757.28,1580
1840.64,7505
4520.22,8999
3923.9,276
424.68,3664
2038.87,5930
3026.48,5461
666.57,9489
114.74,8112
4270.34,2049
1404.17,4513
1186.46,6131
1345.73,9345
4584.63,2779
759.55,826
2201.82,5683
2217.21,5819
1593.64,4547
2416.9,8290
663.54,2503
4081.23,2513
2762.87,3690
617.34,4070
1859.37,2401
4939.84,396
3295.79,9835
500.27,3586
1676.02,4760
3739.53,3993
2066.79,5108
2157.61,8083
432.23,1152
2764.86,1708
1932.33,5953
1253.37,8844
3669.21,6746
551.4,9525
2066.48,1139
1356.46,9960
1054.33,9884
3511.78,4358
486.77,941
641.77,8795
2301.76,4221
946.95,9858
206.42,1293
781.56,2209
494.13,6890
959.72,891
3289.25,3199
4863.46,9856
692.66,8723
2020.38,8485
2636,8041
4656.3,1738
1510.51,8663
249.35,4302
1615.31,214
4626.98,7777
4206.19,4906
399.71,4130
4054.89,3543
3006.66,8525
4364.55,9435
4350.18,6897
2038.92,9558
179.77,7735
2900.86,6797
79.04,9492
4134.77,2666
4889.42,8805
2147.22,3505
4699.4,1552
3748.31,1935
4203.08,8378
3659.37,4537
966.44,5507
518.72,6362
1790.43,4954
2833.14,8349
3096.09,6840
1067.89,7455
918.03,2531
1754.42,559
3808.21,9432
2363.98,2830
229.61,8379
1129.96,5959
1577.37,8122
417.43,3317
2498.11,214
1668.82,7393
353.59,845
1622.54,5772
3304.9,5158
717.81,8997
2250.36,9616
4738.46,2236
4896.26,632
2806.18,7761
3910.5,1889
3670.28,7051
4264.78,3633
4008.09,8268
4297.13,7701
2295.26,6347
512.42,2669
3751.97,8838
4269.27,8070
3278.61,4453
2227.43,1510
1075.57,663
278.74,7323
1130.3,7199
4119.1,6860
4270.17,4508
3574.33,4820
2184.55,2438
2902.97,2329
2088.54,6161
1315.47,1568
1346.53,9078
1344.57,3532
2441.36,9600
481.43,14
2914.7,488
744.72,8826
3630.72,2136
4321.58,8139
3338.27,5358
2770.99,5050
3633.75,508
3615.32,8584
1905.12,7769
4047.74,2628
4020.5,2845
4503.7,7980
2375.16,1719
4594.36,1633
1385.07,8611
4594.55,4916
1664.48,9538
559.38,6997
1327.02,6828
4110.51,5033
2618.59,3128
494.27,1220
3165.25,9743
3274.62,9299
773.82,3431
4942.85,4102
2635.57,8184
4684.6,284
4507.28,2619
1870.42,2706
1058.18,1219
4600.42,8283
300.56,8020
413.52,4528
1521.43,8080
1002.75,3321
266.21,3083
1762.11,9531
295.16,4731
537.7,454
2712.1,6564
553.75,3841
1546.65,2100
430.85,2889
4938.21,1590
1960.34,8243
2096.01,2289
2036.3,671
1431.58,5657
4553.83,3260
2312.57,4389
2276.81,1547
959.06,6523
897.48,393
4780.68,6318
1384.15,5141
3919.47,1782
4823.99,5392
4245.48,7191
4376.3,6625
2463.99,9549
4713.86,1171
4455.79,5263
3627.68,1516
3825.01,5547
4968.29,5363
3502.53,5001
514.04,5200
1313,7430
2901.53,4142
3117.92,738
1628.07,6105
604.78,9827
4828.76,1512
2668.07,6833
1618.16,9804
1268.65,9893
1018.83,6689
3683.92,8594
3210.66,5407
2359.65,8166
2494.93,9881
3670.78,5041
4541.34,3010
4793.8,9854
655.46,4072
3713.17,8889
1985.72,6960
4592.88,3466
3356.42,2757
320.86,7391
2290.45,6293
3631.97,3079
2545.8,4527
2546.31,5306
4558.07,2298
3196.45,3020
3384.23,2149
192.24,991
1338.94,1667
1440.91,8221
4760.76,1147
1132.82,8526
3809.98,5730
67.19,3423
4434.06,9220
49.99,7163
4130.83,3460
280,8975
3286.47,7951
2391.86,6705
2863.44,4275
4182.05,554
987.65,5472
3470.66,3721
3671.18,4264
1760.67,9320
2119.7,3640
3461.34,8869
3905.08,1263
1299.43,8312
434.23,6316
3861.35,8310
4624.74,4119
422.12,1791
2890.88,3076
1775.75,8516
4731.42,5788
1358.33,1407
636.65,2668
2660.52,2911
1759.56,6287
1961.22,1716
136.75,9651
2429.96,9075
4053.68,6706
1975.95,7448
2195.35,2419
1385.93,43
3859.59,2843
3685.9,1004
1946.72,7022
1152.29,3711
2218.51,7808
3885.51,1415
4103.98,4451
3733.28,6016
4971.78,744
1388.32,1730
3835.1,3795
2372.48,1704
4213.57,3453
2204.84,5130
41.28,4184
2534.49,2286
476.6,7865
626.89,706
1070.07,1082
737.54,2104
1114.97,2165
4803.41,6440
3873.8,996
14,9875
3190.18,9466
2583.72,2686
3674.02,7980
3371.75,7481
3663.69,2296
2203.57,7689
4198.13,5005
426.7,3515
4485.77,7280
1400.5,9982
1283.24,1140
3749.1,2849
766.78,3734
1093.21,7059
686.79,846
3993.21,9061
4097.76,4586
2773.34,2527
2737.54,3463
239.39,3621
853.79,4194
1017.05,4060
2546.59,6659
1208.58,1383
4859.04,2582
1021,2196
1733.59,4308
4580.12,3049
2602.65,9275
3525.15,6125
732.1,8742
738.02,3095
3099.57,4696
489.67,9028
2503.49,7542
1120.29,4948
2582.23,4964
2948.9,5209
1011.71,8324
1850.29,6435
3700.85,1405
3087.08,5400
2048.73,9908
85.8,6287
3454.84,3817
892.93,2499
2102.61,2023
4976.83,9054
283.5,9612
802.27,7947
1828.85,8363
624.63,9339
1976.52,5341
3233.69,9880
2611.37,1844
4757.52,2575
2241.57,2960
2967.73,4055
2895.77,9775
4676.66,1357
2405.31,3613
3630.87,5655
3160.88,2983
4837.57,8789
1857.74,1307
2942.86,9815
1536.16,5707
1326.61,4156
2086.75,5420
2660.37,5612
1944.24,735
3341.65,3010
1468.75,1273
1934.27,7552
3113.83,115
2682.52,475
4483.51,4179
4481.86,9621
1161.23,5544
4700.56,1303
859.71,2624
1405.57,725
4611.96,6703
1084.53,9426
1392.95,7817
2683.22,2823
986.42,9254
3332.37,3765
236.01,862
161.17,7982
4405.64,3401
1989.56,6118
3002.48,3697
1493.59,6894
3014.32,4246
1902.8,236
2391.98,4093
3270.7,2441
4611.09,8234
2133.01,2517
291.49,1320
4687.65,80
2.86,9229
2625.86,4970
1233.75,3077
4486.14,9447
4694.78,4159
4055.43,4283
3880.07,5421
4839.27,6129
2745.6,6373
1239.39,5142
3363.27,4596
1696.31,4427
51.9,8489
4926.83,7063
2106.33,5262
4568.8,6315
42.03,754
723.76,2619
462.65,1182
1195.31,699
872.77,1301
4865.71,5064
500.21,3012
160.94,3871
4911.11,4226
2899.78,1086
3521.67,75
3772.43,6478
1512.37,1221
2823.28,9948
337.48,3119
1337.48,2513
88.79,9348
741.68,4785
4884.78,9639
653.32,5315
2005.9,4529
1305.92,5336
1210.9,4885
1556.61,4003
1596.78,1010
641.22,4249
4261.19,8996
4326.49,809
2407.72,1179
2332.86,4476
4889.57,9512
